,date,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°)
608,2017-08-31,21.74,0.0,0.0,15.17,6.04,15.0,2.17,12.34,280.33
609,2017-09-01,17.82,0.0,0.0,16.42,2.0,2.17,44.25,13.66,325.21
610,2017-09-02,15.88,0.02,0.02,37.58,0.5,23.12,77.33,9.86,120.5
611,2017-09-03,17.68,0.57,0.57,95.33,83.58,76.29,31.08,14.32,142.62
612,2017-09-04,20.48,0.0,0.0,4.79,1.04,2.5,7.92,13.45,245.33
613,2017-09-05,23.4,0.0,0.0,17.46,5.04,12.67,17.62,12.7,204.88
614,2017-09-06,20.02,0.62,0.62,81.92,61.71,61.92,54.54,8.56,208.88
615,2017-09-07,18.18,0.31,0.31,59.0,25.29,51.96,31.79,11.29,219.67
616,2017-09-08,18.06,0.0,0.0,13.54,4.62,14.88,1.33,12.68,263.46
617,2017-09-09,16.88,0.0,0.0,20.71,18.17,7.21,0.0,12.11,331.71
618,2017-09-10,17.28,0.0,0.0,21.42,15.38,12.67,0.0,12.7,248.0
619,2017-09-11,18.04,0.0,0.0,11.58,0.0,0.17,38.33,7.81,262.88
620,2017-09-12,19.85,0.0,0.0,30.62,1.92,0.0,96.42,5.27,299.75
621,2017-09-13,20.7,0.02,0.02,27.83,9.33,21.88,20.71,6.49,241.04
622,2017-09-14,23.0,0.44,0.44,75.42,57.71,35.88,29.29,6.46,206.96
623,2017-09-15,22.61,0.0,0.0,33.71,17.75,21.88,15.25,5.75,227.29
624,2017-09-16,22.7,0.05,0.05,66.17,47.67,40.25,2.12,5.15,90.38
625,2017-09-17,22.05,0.03,0.03,63.58,58.08,18.42,0.67,4.22,121.29
626,2017-09-18,21.38,0.03,0.03,89.67,88.62,19.33,11.12,8.96,75.0
627,2017-09-19,22.01,0.3,0.3,91.96,66.12,41.83,67.54,17.57,37.0
628,2017-09-20,22.98,0.0,0.0,96.42,75.71,16.71,97.5,20.45,141.42
629,2017-09-21,23.47,0.0,0.0,32.62,2.62,1.5,97.88,12.46,233.25
630,2017-09-22,22.67,0.0,0.0,23.67,3.0,9.5,50.83,14.55,252.71
631,2017-09-23,23.59,0.0,0.0,7.08,5.54,2.75,1.17,12.66,281.58
632,2017-09-24,24.15,0.0,0.0,0.0,0.0,0.0,0.0,7.44,218.88
633,2017-09-25,24.63,0.0,0.0,3.46,3.17,0.42,1.08,5.87,104.75
634,2017-09-26,22.52,0.0,0.0,57.67,44.25,2.12,60.17,6.66,97.12
635,2017-09-27,23.75,0.02,0.02,55.33,52.08,10.33,7.54,7.28,68.83
636,2017-09-28,23.13,0.0,0.0,21.04,21.79,2.33,0.0,14.87,270.29
637,2017-09-29,16.45,0.0,0.0,23.88,22.71,4.08,3.38,10.27,314.54
638,2017-09-30,15.4,0.17,0.17,28.83,14.5,25.75,0.92,11.24,198.88
639,2017-10-01,14.32,0.0,0.0,5.42,4.54,2.12,0.0,9.35,167.67
640,2017-10-02,15.84,0.0,0.0,0.33,0.0,0.0,1.08,6.75,175.62
641,2017-10-03,16.09,0.0,0.0,15.79,11.88,0.0,16.79,8.11,121.42
642,2017-10-04,16.64,0.0,0.0,17.88,5.08,0.0,44.08,9.41,218.46
643,2017-10-05,20.86,0.0,0.0,26.92,5.92,10.04,55.12,12.91,232.17
644,2017-10-06,22.15,0.03,0.03,46.71,9.25,47.04,34.0,6.94,255.58
645,2017-10-07,21.9,0.0,0.0,52.46,27.08,31.79,29.96,7.62,150.25
646,2017-10-08,23.38,0.29,0.29,79.17,67.5,36.38,66.38,16.17,203.58
647,2017-10-09,23.21,0.89,0.89,95.17,70.12,73.12,79.12,14.42,190.21
648,2017-10-10,23.05,0.0,0.0,33.25,20.96,6.04,36.83,9.45,290.83
649,2017-10-11,20.19,0.07,0.07,41.46,7.17,38.75,38.88,9.12,110.12
650,2017-10-12,16.27,0.34,0.34,83.75,40.25,82.21,26.12,17.29,67.46
651,2017-10-13,14.9,0.0,0.0,90.21,74.29,75.5,0.0,13.35,81.5
652,2017-10-14,18.18,0.07,0.07,98.5,98.92,61.33,0.0,6.84,114.42
653,2017-10-15,20.02,0.0,0.0,89.42,95.17,1.62,9.58,10.37,211.12
654,2017-10-16,16.69,0.15,0.15,67.12,24.33,57.0,45.67,17.05,294.29
655,2017-10-17,10.29,0.0,0.0,0.54,0.0,0.0,1.88,11.06,283.79
656,2017-10-18,13.61,0.0,0.0,0.0,0.0,0.0,0.0,9.55,238.92
657,2017-10-19,15.53,0.0,0.0,2.17,0.0,0.0,7.25,10.17,226.04
658,2017-10-20,17.08,0.0,0.0,5.67,0.0,0.0,18.83,12.2,280.08
659,2017-10-21,16.48,0.0,0.0,10.54,0.0,0.0,35.25,6.52,283.17
660,2017-10-22,15.89,0.0,0.0,14.46,1.96,0.0,42.29,6.49,218.0
661,2017-10-23,17.79,0.0,0.0,63.42,41.12,7.29,76.92,9.89,142.21
662,2017-10-24,21.05,1.33,1.33,89.83,55.79,61.04,81.08,23.03,164.33
663,2017-10-25,17.42,0.31,0.31,66.83,47.04,36.58,26.5,6.82,267.5
664,2017-10-26,14.0,0.05,0.05,76.04,10.58,77.25,67.79,13.1,296.54
665,2017-10-27,11.85,0.0,0.0,0.54,0.0,0.33,1.04,10.84,242.42
666,2017-10-28,14.4,0.0,0.0,17.96,10.0,0.04,29.75,11.87,183.17
667,2017-10-29,17.32,1.22,1.22,91.12,66.83,76.83,90.58,14.89,137.62
668,2017-10-30,13.75,0.87,0.87,73.62,62.71,45.54,23.83,22.89,225.38
669,2017-10-31,11.4,0.0,0.0,2.38,0.0,3.96,0.0,16.6,244.88
670,2017-11-01,9.36,0.0,0.0,50.38,6.12,39.54,71.62,7.55,162.92
671,2017-11-02,16.02,0.02,0.02,57.46,44.12,28.38,12.38,9.33,171.29
672,2017-11-03,17.45,0.0,0.0,40.67,9.21,16.25,74.88,10.61,224.46
673,2017-11-04,11.1,0.0,0.0,22.33,0.0,0.0,74.08,12.36,135.79
674,2017-11-05,12.73,0.14,0.14,90.54,66.62,59.29,58.88,9.98,93.5
675,2017-11-06,16.4,0.07,0.07,87.67,73.75,38.38,63.25,11.22,212.25
676,2017-11-07,8.5,0.11,0.11,41.04,8.0,38.83,46.5,13.42,166.88
677,2017-11-08,6.32,0.32,0.32,94.88,97.71,37.92,37.25,14.84,39.5
678,2017-11-09,8.06,0.0,0.0,62.5,55.38,27.5,4.67,7.44,83.42
679,2017-11-10,6.3,0.0,0.0,33.5,29.38,23.88,10.83,20.05,282.04
680,2017-11-11,-0.58,0.0,0.0,3.88,0.0,0.0,13.04,13.31,267.0
681,2017-11-12,2.99,0.0,0.0,25.46,1.0,6.88,67.88,3.45,208.62
682,2017-11-13,5.74,0.23,0.23,70.46,30.62,79.12,33.42,8.3,97.88
683,2017-11-14,4.7,0.0,0.0,44.92,38.0,10.96,15.54,11.11,168.58
684,2017-11-15,5.89,0.0,0.0,53.12,52.17,6.21,12.92,8.57,52.71
685,2017-11-16,10.01,0.1,0.1,71.12,63.62,45.58,43.08,12.38,198.54
686,2017-11-17,7.17,0.0,0.0,26.29,28.17,0.12,2.62,19.32,295.38
687,2017-11-18,4.72,0.07,0.07,40.79,3.29,28.62,75.58,8.55,223.29
688,2017-11-19,10.81,0.41,0.41,67.04,35.88,44.42,48.42,22.3,244.33
689,2017-11-20,5.86,0.0,0.0,31.88,20.29,24.71,0.25,17.35,267.79
690,2017-11-21,7.58,0.0,0.0,11.29,0.04,0.0,37.38,14.28,215.33
691,2017-11-22,9.27,0.15,0.15,53.58,22.46,42.79,60.71,11.45,252.04
692,2017-11-23,3.2,0.0,0.0,0.54,0.5,0.0,0.29,10.53,291.96
693,2017-11-24,3.83,0.0,0.0,0.46,0.0,0.17,1.21,7.36,237.96
694,2017-11-25,6.71,0.0,0.0,11.79,0.08,6.67,25.71,9.02,218.46
695,2017-11-26,8.15,0.0,0.0,35.33,17.54,24.71,20.62,14.09,289.42
696,2017-11-27,5.77,0.0,0.0,10.38,0.79,3.96,24.17,13.35,271.12
697,2017-11-28,5.31,0.0,0.0,9.58,1.08,0.0,28.75,8.73,120.5
698,2017-11-29,10.24,0.0,0.0,6.08,0.29,8.33,2.67,14.4,248.04
699,2017-11-30,5.62,0.0,0.0,25.58,12.33,3.62,40.75,8.18,179.46
700,2017-12-01,8.05,0.03,0.03,33.42,14.88,22.62,22.46,9.86,283.71
701,2017-12-02,4.75,0.0,0.0,25.12,0.17,9.62,63.75,4.94,170.67
702,2017-12-03,5.34,0.01,0.01,68.46,40.42,40.58,52.29,5.14,83.25
703,2017-12-04,4.48,0.0,0.0,67.58,66.71,0.67,23.58,4.96,114.71
704,2017-12-05,10.64,0.04,0.04,90.08,62.42,54.21,84.58,14.49,156.58
705,2017-12-06,9.36,0.27,0.27,64.21,42.83,48.29,94.21,15.47,250.62
706,2017-12-07,4.56,0.0,0.0,8.75,0.0,0.0,29.04,14.36,247.62
707,2017-12-08,2.72,0.0,0.0,51.83,1.62,44.58,78.67,9.18,247.29
708,2017-12-09,1.28,0.31,0.0,91.71,23.08,97.58,93.46,8.42,162.12
709,2017-12-10,0.61,0.08,0.0,55.42,36.83,48.12,1.46,13.66,278.58
710,2017-12-11,2.86,0.0,0.0,51.75,14.62,46.33,36.21,10.81,242.83
711,2017-12-12,5.22,0.06,0.06,77.75,5.71,88.46,68.08,9.47,196.04
712,2017-12-13,-1.77,0.0,0.0,44.08,37.29,29.79,0.0,27.08,289.38
713,2017-12-14,-2.29,0.07,0.0,58.38,27.17,45.79,32.58,12.5,237.67
714,2017-12-15,-4.85,0.08,0.0,66.04,7.25,66.92,76.08,5.97,269.42
715,2017-12-16,-2.11,0.02,0.0,32.21,24.33,26.62,1.96,15.55,252.08
716,2017-12-17,0.9,0.0,0.0,94.17,65.0,54.04,45.46,4.97,185.17
717,2017-12-18,2.5,0.03,0.02,65.25,25.33,71.92,18.71,6.32,122.96
718,2017-12-19,7.49,0.0,0.0,57.62,32.83,29.54,41.25,13.76,245.75
719,2017-12-20,7.22,0.0,0.0,32.17,15.21,8.08,45.42,15.26,275.5
720,2017-12-21,1.63,0.0,0.0,6.96,0.0,6.42,10.12,6.88,309.75
721,2017-12-22,2.27,0.0,0.0,76.5,26.12,80.33,69.75,6.65,63.96
722,2017-12-23,5.38,0.51,0.51,97.83,80.96,90.75,98.33,10.13,96.54
723,2017-12-24,4.35,0.28,0.28,44.79,13.17,32.21,68.25,11.86,226.04
724,2017-12-25,2.18,0.36,0.35,61.04,48.83,58.88,28.92,19.44,182.46
725,2017-12-26,-2.13,0.0,0.0,13.42,1.12,11.25,18.58,18.33,269.25
726,2017-12-27,-4.78,0.0,0.0,19.96,4.92,25.62,0.62,11.75,305.12
727,2017-12-28,-8.16,0.0,0.0,3.12,3.38,0.0,0.08,17.36,306.0
728,2017-12-29,-8.99,0.0,0.0,35.5,5.46,47.71,6.42,12.8,301.88
729,2017-12-30,-7.68,0.05,0.0,61.08,30.17,61.25,19.75,7.93,242.12
730,2017-12-31,-8.73,0.0,0.0,19.96,1.42,22.46,17.33,14.66,295.67
731,2018-01-01,-11.28,0.0,0.0,2.62,2.58,0.5,0.0,13.3,303.79
732,2018-01-02,-8.41,0.0,0.0,0.54,0.33,0.17,0.38,13.69,257.46
733,2018-01-03,-7.23,0.0,0.0,21.71,0.21,15.83,40.04,8.47,222.67
734,2018-01-04,-4.55,0.94,0.0,86.58,33.42,91.17,89.08,25.39,224.67
735,2018-01-05,-9.51,0.0,0.0,27.96,4.79,28.12,22.58,26.22,284.83
736,2018-01-06,-12.2,0.0,0.0,8.29,8.21,1.5,0.0,20.58,279.96
737,2018-01-07,-13.85,0.0,0.0,4.29,0.0,3.79,6.71,10.58,266.96
738,2018-01-08,-6.89,0.03,0.01,52.79,4.42,58.38,51.79,12.57,214.92
739,2018-01-09,0.38,0.0,0.0,43.83,35.88,10.25,23.67,12.68,262.79
740,2018-01-10,-1.39,0.0,0.0,9.75,9.25,1.08,2.46,9.04,214.75
741,2018-01-11,3.53,0.0,0.0,78.58,56.58,23.21,64.17,8.81,199.5
742,2018-01-12,10.32,0.69,0.69,93.83,83.0,64.71,87.17,16.31,179.17
743,2018-01-13,6.55,0.28,0.28,67.0,65.21,45.21,43.12,20.69,252.33
744,2018-01-14,-6.97,0.0,0.0,0.38,0.0,0.42,0.46,16.85,310.96
745,2018-01-15,-6.75,0.0,0.0,50.67,44.54,2.0,31.21,12.55,35.67
746,2018-01-16,-2.21,0.0,0.0,81.5,69.58,24.25,39.0,5.73,81.75
747,2018-01-17,0.78,0.23,0.16,99.25,72.88,93.54,88.75,9.98,206.42
748,2018-01-18,-4.29,0.0,0.0,8.79,0.12,7.71,13.33,13.35,309.29
749,2018-01-19,-2.28,0.0,0.0,12.71,2.42,3.33,28.04,9.46,257.96
750,2018-01-20,2.97,0.0,0.0,8.5,0.0,0.42,27.62,13.61,242.08
751,2018-01-21,3.41,0.0,0.0,29.79,15.29,7.71,50.88,7.39,271.79
752,2018-01-22,5.32,0.03,0.03,92.92,61.83,74.33,89.92,6.56,112.88
753,2018-01-23,8.31,0.44,0.44,77.0,42.88,49.33,61.71,13.42,163.46
754,2018-01-24,4.52,0.0,0.0,10.54,11.25,0.75,0.0,15.65,277.17
755,2018-01-25,-2.11,0.0,0.0,12.71,0.0,16.29,9.54,14.04,315.25
756,2018-01-26,-2.09,0.0,0.0,0.46,0.0,0.67,0.12,5.73,249.04
757,2018-01-27,2.38,0.0,0.0,16.08,0.0,9.33,34.88,11.95,202.08
758,2018-01-28,8.85,0.24,0.24,90.38,24.54,93.29,99.83,10.63,255.58
759,2018-01-29,4.88,0.01,0.01,63.71,8.42,60.38,76.21,12.46,60.79
760,2018-01-30,0.84,0.07,0.0,83.62,25.54,98.58,52.29,11.4,177.29
761,2018-01-31,-4.02,0.0,0.0,18.33,0.75,19.83,19.33,14.97,278.12
762,2018-02-01,1.12,0.0,0.0,69.58,0.12,68.21,94.88,10.54,200.67
763,2018-02-02,-0.36,0.22,0.2,78.92,31.96,77.58,49.33,16.79,295.0
764,2018-02-03,-6.16,0.0,0.0,2.46,0.04,1.42,5.21,15.49,259.46
765,2018-02-04,0.4,0.19,0.19,78.75,19.17,79.67,94.62,11.07,181.29
766,2018-02-05,1.97,0.6,0.6,38.21,36.33,28.38,13.75,15.38,292.21
767,2018-02-06,-1.95,0.0,0.0,44.88,0.83,50.79,45.38,5.79,221.83
768,2018-02-07,-0.24,0.58,0.52,63.62,48.33,53.29,81.58,10.12,125.08
769,2018-02-08,-0.31,0.15,0.15,55.96,36.58,22.17,49.08,13.8,304.96
770,2018-02-09,-2.21,0.0,0.0,42.25,6.17,37.83,49.42,8.09,227.58
771,2018-02-10,2.82,0.18,0.18,88.83,29.83,80.96,97.67,7.73,187.58
772,2018-02-11,7.74,1.63,1.63,100.0,99.12,99.08,99.96,8.69,175.25
773,2018-02-12,8.48,0.12,0.12,73.33,42.79,57.88,80.58,13.26,292.67
774,2018-02-13,-0.23,0.0,0.0,12.92,0.0,0.17,42.58,12.08,224.33
775,2018-02-14,3.17,0.02,0.01,66.17,40.5,49.67,26.46,8.18,206.58
776,2018-02-15,7.91,0.16,0.16,83.46,54.5,55.25,81.71,8.28,223.88
777,2018-02-16,10.74,0.55,0.55,86.71,17.67,95.67,75.79,11.46,256.96
778,2018-02-17,1.76,0.03,0.0,35.83,16.33,20.75,56.71,12.65,237.71
779,2018-02-18,2.48,0.6,0.04,42.29,32.46,38.12,25.5,10.79,257.5
780,2018-02-19,3.61,0.02,0.02,38.38,26.08,29.38,42.79,9.05,177.33
781,2018-02-20,10.57,0.01,0.01,80.71,73.88,27.79,68.67,10.64,221.88
782,2018-02-21,14.82,0.0,0.0,48.92,36.83,3.5,46.67,12.21,216.38
783,2018-02-22,9.45,0.41,0.41,100.0,97.58,86.71,29.46,12.72,102.42
784,2018-02-23,3.15,0.3,0.3,100.0,94.04,80.79,59.33,11.05,76.62
785,2018-02-24,7.04,0.14,0.14,90.38,67.25,54.29,65.54,9.58,260.5
786,2018-02-25,6.26,0.75,0.75,100.0,95.46,92.83,85.92,11.63,56.25
787,2018-02-26,7.25,0.0,0.0,72.96,35.38,32.46,81.67,7.88,294.46
788,2018-02-27,6.7,0.0,0.0,0.88,0.04,1.42,0.0,8.74,287.75
789,2018-02-28,8.01,0.0,0.0,22.75,0.0,22.83,30.21,11.64,221.33
790,2018-03-01,10.0,0.0,0.0,55.67,1.33,51.92,77.54,8.53,181.83
791,2018-03-02,4.91,2.05,1.36,99.54,87.62,99.75,96.79,26.62,212.33
792,2018-03-03,4.73,0.08,0.05,82.33,17.54,72.92,82.54,30.68,345.21
793,2018-03-04,5.35,0.0,0.0,71.04,59.12,13.12,43.38,21.29,330.5
794,2018-03-05,3.0,0.0,0.0,33.62,31.21,8.67,11.5,19.82,311.54
795,2018-03-06,3.39,0.0,0.0,31.71,32.46,3.29,1.54,9.41,216.46
796,2018-03-07,2.12,1.22,0.3,96.96,70.42,93.33,57.38,19.01,125.88
797,2018-03-08,2.55,0.23,0.04,55.08,33.54,44.04,7.92,17.7,301.21
798,2018-03-09,2.34,0.0,0.0,57.0,20.62,63.12,11.92,16.92,264.75
799,2018-03-10,2.64,0.0,0.0,39.96,36.29,31.08,0.0,19.2,275.08
800,2018-03-11,3.1,0.0,0.0,15.08,12.67,8.29,0.79,12.02,293.88
801,2018-03-12,2.92,0.0,0.0,42.62,16.96,39.12,47.46,12.59,91.88
802,2018-03-13,2.6,0.46,0.07,85.96,44.54,86.04,67.5,20.13,212.0
803,2018-03-14,1.87,0.03,0.02,35.08,11.46,35.54,12.5,20.55,265.96
804,2018-03-15,3.12,0.01,0.0,51.92,14.46,63.58,34.38,21.58,272.54
805,2018-03-16,2.71,0.0,0.0,27.83,15.83,25.75,0.0,20.41,289.79
806,2018-03-17,2.32,0.0,0.0,4.58,0.17,0.04,14.75,18.6,283.21
807,2018-03-18,2.47,0.0,0.0,0.04,0.0,0.04,0.0,12.28,319.42
808,2018-03-19,3.32,0.0,0.0,5.96,0.12,3.54,12.04,7.97,179.33
809,2018-03-20,1.25,0.01,0.0,46.71,0.25,40.08,74.83,11.68,66.29
810,2018-03-21,1.99,0.48,0.03,98.71,63.67,98.83,67.58,19.67,29.5
811,2018-03-22,3.4,0.4,0.05,60.96,22.38,58.17,69.12,17.85,261.04
812,2018-03-23,4.95,0.0,0.0,39.25,1.75,40.12,45.38,11.88,316.62
813,2018-03-24,5.45,0.0,0.0,26.04,1.38,41.12,0.0,13.02,324.92
814,2018-03-25,3.69,0.08,0.08,43.88,19.62,43.75,0.0,14.1,129.75
815,2018-03-26,2.8,0.0,0.0,5.33,2.38,5.29,0.0,9.45,67.71
816,2018-03-27,3.31,0.0,0.0,41.92,6.17,24.42,72.33,6.42,145.38
817,2018-03-28,5.39,0.04,0.04,98.71,71.08,87.54,90.29,6.94,224.54
818,2018-03-29,8.48,0.01,0.01,98.0,71.67,74.0,72.62,5.92,155.38
819,2018-03-30,10.61,0.07,0.07,90.46,45.46,49.08,95.21,11.28,226.08
820,2018-03-31,7.65,0.0,0.0,2.88,0.46,3.5,1.08,13.11,273.12
821,2018-04-01,9.6,0.0,0.0,57.54,8.25,44.25,78.42,16.23,240.58
822,2018-04-02,4.37,0.52,0.0,61.83,34.75,54.83,42.21,9.57,76.75
823,2018-04-03,3.67,0.27,0.27,66.0,48.04,65.0,60.21,9.0,140.75
824,2018-04-04,7.98,0.17,0.17,82.29,70.79,26.62,75.92,14.15,165.25
825,2018-04-05,4.92,0.0,0.0,23.62,6.79,31.67,0.0,23.76,287.0
826,2018-04-06,5.78,0.05,0.05,62.5,9.71,65.42,58.67,11.89,208.17
827,2018-04-07,7.4,0.0,0.0,73.54,4.38,84.75,65.42,11.48,316.83
828,2018-04-08,3.72,0.0,0.0,51.67,11.25,40.5,61.33,15.57,240.29
829,2018-04-09,3.25,0.0,0.0,38.67,0.0,44.12,40.46,9.74,274.62
830,2018-04-10,5.56,0.03,0.03,76.92,47.79,74.46,8.08,8.46,265.21
831,2018-04-11,5.86,0.0,0.0,18.79,2.75,26.88,0.67,8.2,239.29
832,2018-04-12,9.4,0.0,0.0,51.17,4.25,54.46,48.67,9.26,182.75
833,2018-04-13,16.37,0.01,0.01,28.0,0.0,12.58,67.96,15.22,216.71
834,2018-04-14,17.2,0.0,0.0,15.17,5.75,1.67,29.67,11.75,185.83
835,2018-04-15,5.92,0.0,0.0,100.0,98.0,69.38,65.71,24.52,72.08
836,2018-04-16,8.12,1.75,1.75,91.04,89.17,78.25,69.67,25.94,106.67
837,2018-04-17,7.3,0.01,0.01,65.21,30.83,65.54,17.46,19.05,268.83
838,2018-04-18,6.46,0.0,0.0,51.0,46.79,14.79,0.0,15.95,264.17
839,2018-04-19,7.49,0.34,0.34,69.08,40.67,76.33,10.88,9.69,223.25
840,2018-04-20,6.15,0.0,0.0,16.17,7.92,15.04,0.0,19.87,307.42
841,2018-04-21,8.54,0.0,0.0,7.92,0.21,0.17,25.58,11.42,308.96
842,2018-04-22,11.55,0.0,0.0,5.04,0.0,0.0,16.58,8.08,301.21
843,2018-04-23,11.32,0.0,0.0,0.0,0.0,0.0,0.0,8.63,145.71
844,2018-04-24,11.97,0.0,0.0,36.54,6.5,13.33,82.92,9.88,141.04
845,2018-04-25,13.15,0.62,0.62,100.0,90.88,66.04,81.08,12.82,100.46
846,2018-04-26,14.72,0.02,0.02,58.12,57.25,14.29,33.25,11.72,249.33
847,2018-04-27,12.59,0.27,0.27,73.62,30.83,54.21,60.71,9.04,126.25
848,2018-04-28,12.29,0.0,0.0,65.83,64.71,11.5,3.29,7.34,218.33
849,2018-04-29,11.53,0.05,0.05,62.54,33.08,61.67,3.62,13.65,301.17
850,2018-04-30,9.46,0.03,0.03,75.75,28.33,81.33,45.88,17.17,296.25
851,2018-05-01,14.41,0.0,0.0,14.96,0.0,19.38,11.12,10.92,254.12
852,2018-05-02,21.22,0.0,0.0,16.17,0.0,0.08,53.92,13.9,243.25
853,2018-05-03,23.52,0.0,0.0,30.79,0.0,7.88,86.67,14.13,233.88
854,2018-05-04,22.29,0.0,0.0,51.83,0.54,44.58,81.75,9.01,240.5
855,2018-05-05,20.52,0.0,0.0,51.62,0.62,41.0,88.08,14.65,273.17
856,2018-05-06,16.84,0.09,0.09,84.21,20.25,77.12,99.08,9.17,124.5
857,2018-05-07,16.41,0.0,0.0,45.0,14.25,29.88,54.5,6.88,169.04
858,2018-05-08,16.14,0.0,0.0,9.83,2.0,12.67,1.12,6.99,103.29
859,2018-05-09,16.66,0.0,0.0,5.67,1.12,2.96,9.29,5.96,137.92
860,2018-05-10,15.85,0.0,0.0,43.88,21.38,22.0,38.17,8.62,165.42
861,2018-05-11,18.48,0.0,0.0,21.29,2.08,11.5,41.71,10.74,290.08
862,2018-05-12,14.57,0.22,0.22,80.88,51.67,64.92,61.42,8.46,106.17
863,2018-05-13,11.87,0.36,0.36,100.0,93.54,88.21,78.42,10.03,65.79
864,2018-05-14,14.22,0.34,0.34,97.04,95.71,46.08,65.42,5.73,177.46
865,2018-05-15,20.58,0.36,0.36,66.67,39.88,24.58,72.12,11.5,214.33
866,2018-05-16,17.06,0.46,0.46,96.92,65.67,71.0,99.33,10.45,102.29
867,2018-05-17,16.22,0.73,0.73,98.96,96.04,95.75,98.83,5.68,67.71
868,2018-05-18,17.71,0.0,0.0,66.79,24.42,42.62,99.92,13.61,137.46
869,2018-05-19,12.58,0.5,0.5,91.33,74.21,72.54,99.83,14.52,83.88
870,2018-05-20,19.71,0.16,0.16,86.38,68.54,46.33,63.0,13.16,213.96
871,2018-05-21,19.81,0.0,0.0,21.33,0.54,1.0,67.67,7.64,249.79
872,2018-05-22,17.22,0.23,0.23,56.46,8.29,48.21,85.25,7.02,167.67
873,2018-05-23,18.82,0.07,0.07,66.33,54.38,21.38,38.83,7.72,258.12
874,2018-05-24,22.06,0.0,0.0,0.0,0.0,0.0,0.0,9.35,298.25
875,2018-05-25,22.79,0.0,0.0,6.54,0.0,0.12,21.17,13.5,237.42
876,2018-05-26,25.65,0.0,0.0,16.79,0.12,11.25,33.0,11.73,236.88
877,2018-05-27,19.95,0.7,0.7,80.42,60.58,61.04,96.67,12.34,112.71
878,2018-05-28,15.91,0.0,0.0,97.96,98.75,16.08,66.33,7.98,118.58
879,2018-05-29,22.19,0.0,0.0,66.83,50.92,4.67,71.0,8.17,202.67
880,2018-05-30,20.5,0.0,0.0,60.21,56.75,3.75,27.71,9.68,120.83
881,2018-05-31,18.4,0.05,0.05,89.75,86.5,44.38,62.04,9.09,107.17
882,2018-06-01,21.31,0.22,0.22,95.46,86.25,39.88,92.17,6.13,172.54
883,2018-06-02,24.68,0.01,0.01,78.96,52.79,22.0,72.08,7.2,145.29
884,2018-06-03,18.17,0.13,0.13,96.54,77.88,81.33,78.58,15.95,95.96
885,2018-06-04,15.0,0.34,0.34,94.33,90.5,57.46,45.71,12.9,122.83
886,2018-06-05,18.82,0.02,0.02,26.58,14.62,19.5,5.38,11.03,254.29
887,2018-06-06,18.04,0.0,0.0,61.33,28.75,58.12,6.38,6.05,143.21
888,2018-06-07,17.67,0.0,0.0,58.58,14.21,70.0,12.25,9.14,169.83
889,2018-06-08,19.85,0.0,0.0,30.12,1.62,25.12,45.12,8.55,220.62
890,2018-06-09,22.79,0.0,0.0,38.38,7.38,28.42,49.0,7.62,158.25
891,2018-06-10,20.36,0.17,0.17,71.92,1.5,72.42,90.17,5.5,174.83
892,2018-06-11,17.53,0.19,0.19,58.5,2.29,53.17,81.92,6.3,120.38
893,2018-06-12,17.99,0.0,0.0,3.79,0.04,0.17,12.33,9.12,190.46
894,2018-06-13,20.0,0.25,0.25,75.88,52.38,37.25,88.54,11.9,209.58
895,2018-06-14,24.0,0.0,0.0,16.46,2.62,9.96,27.0,16.74,269.33
896,2018-06-15,21.21,0.0,0.0,29.33,22.67,19.29,0.0,12.28,306.92
897,2018-06-16,21.86,0.0,0.0,13.75,1.08,5.38,31.83,7.36,257.25
898,2018-06-17,24.1,0.0,0.0,16.79,0.0,0.25,55.17,6.8,241.21
899,2018-06-18,25.75,0.0,0.0,33.12,1.67,7.12,90.92,12.55,212.12
900,2018-06-19,26.98,0.13,0.13,42.25,5.92,27.12,68.42,13.18,293.96
901,2018-06-20,23.8,0.0,0.0,36.83,11.75,28.0,39.29,8.79,112.46
902,2018-06-21,23.63,0.29,0.29,60.62,24.54,54.0,64.92,5.53,98.88
903,2018-06-22,22.04,0.05,0.05,65.58,22.54,37.17,83.04,10.58,105.17
904,2018-06-23,18.64,0.32,0.32,96.0,89.71,54.12,53.83,10.88,81.38
905,2018-06-24,22.76,0.02,0.02,79.21,69.96,26.33,27.58,7.29,188.83
906,2018-06-25,23.52,0.01,0.01,14.5,6.17,9.42,10.96,13.31,316.79
907,2018-06-26,21.08,0.0,0.0,28.04,17.25,13.08,20.83,10.99,123.46
908,2018-06-27,21.01,0.06,0.06,64.12,34.08,41.12,89.04,12.22,181.21
909,2018-06-28,23.74,0.59,0.59,72.58,37.42,45.83,66.58,12.53,185.42
910,2018-06-29,26.32,0.0,0.0,8.88,2.92,5.25,10.21,8.77,289.92
911,2018-06-30,27.75,0.0,0.0,7.29,0.0,0.0,24.0,7.4,266.58
912,2018-07-01,29.21,0.0,0.0,12.38,0.0,0.0,41.38,6.61,229.75
913,2018-07-02,29.16,0.0,0.0,1.21,0.0,0.0,4.17,7.63,204.33
914,2018-07-03,28.01,0.21,0.21,30.96,5.83,19.67,46.58,4.5,151.38
915,2018-07-04,27.06,0.11,0.11,55.17,24.21,23.25,67.29,5.39,163.92
